site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
GBR61,Cat Reef Bommie,-12.0036,143.839,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2907,2628,great barrier reef marine park - habitat protection - hp-11-5046,Australia,2014,2,9825.995618,9825.917,High,PS,EC,
GBR174,Little Kelso Reef 2,-18.4605,147.0013,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2727,2628,great barrier reef marine park - marine national park - mnp-17-1072,Australia,2014,5,792.8221638,792.822,High,PS,EC,
GBR63,Surprise Reef,-13.9953,144.684,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2687,2628,great barrier reef marine park - marine national park - mnp-13-1018,Australia,2014,5,2917.811404,2917.811,High,PS,EC,
GBR64,Surprise Reef Paradise,-13.9895,144.6764,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2687,2628,great barrier reef marine park - marine national park - mnp-13-1018,Australia,2014,5,2917.811404,2917.811,High,PS,EC,
GBR65,Surprise Reef Rubble,-14.0108,144.7134,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2687,2628,great barrier reef marine park - marine national park - mnp-13-1018,Australia,2014,5,2917.811404,2917.811,High,PS,EC,
GBR66,Day Reef Outer,-14.4932,145.5548,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2787,2628,great barrier reef marine park - buffer - b-14-3005,Australia,2014,1,2221.536598,2221.537,High,PS,EC,
GBR67,Day Reef Inner,-14.5174,145.5309,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2663,2628,great barrier reef marine park - scientific research - sr-14-2001,Australia,2014,5,24.34934827,24.349,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR182,Brook Is NE,-18.1358,146.2799,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2731,2628,great barrier reef marine park - marine national park - mnp-18-1077,Australia,2014,5,166.8631696,166.778,High,PS,EC,
GBR183,Hudson Is,-18.0468,146.201,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2729,2628,great barrier reef marine park - marine national park - mnp-17-1075,Australia,2014,5,25.82222225,25.793,High,PS,EC,
GBR184,Smith Is SW,-18.0395,146.2002,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2729,2628,great barrier reef marine park - marine national park - mnp-17-1075,Australia,2014,5,25.82222225,25.793,High,PS,EC,
GBR187,Smith Is,-18.0361,146.2,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2729,2628,great barrier reef marine park - marine national park - mnp-17-1075,Australia,2014,5,25.82222225,25.793,High,PS,EC,
GBR195,Normandy Island,-17.2032,146.0766,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2722,2628,great barrier reef marine park - marine national park - mnp-17-1063,Australia,2014,5,0.7793058918,0.694,High,PS,EC,
GBR20,Middle Island1,-23.1615,150.9206,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2387,2628,great barrier reef marine park - marine national park - mnp-23-1158,Australia,2014,5,4.068654828,4.086,High,PS,EC,
GBR73,Michaelmas Reef 1,-16.5487,146.05,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2712,2628,great barrier reef marine park - marine national park - mnp-16-1050,Australia,2014,5,243.9135209,243.914,High,PS,EC,
GBR74,Michaelmas Reef 2,-16.5515,146.054,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2712,2628,great barrier reef marine park - marine national park - mnp-16-1050,Australia,2014,5,243.9135209,243.914,High,PS,EC,
GBR75,Michaelmas Reef 3,-16.5554,146.0569,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2712,2628,great barrier reef marine park - marine national park - mnp-16-1050,Australia,2014,5,243.9135209,243.914,High,PS,EC,
GBR76,Bait Reef inner buoy,-19.8083,149.0658,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2749,2628,great barrier reef marine park - marine national park - mnp-19-1110,Australia,2014,5,19.98537909,19.985,High,PS,EC,
GBR77,Chinamans Reef NW,-16.211,145.7844,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2919,2628,great barrier reef marine park - habitat protection - hp-13-5080,Australia,2014,2,21161.88101,21161.830,High,PS,EC,
GBR78,Chinamans Reef,-16.2134,145.7856,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2919,2628,great barrier reef marine park - habitat protection - hp-13-5080,Australia,2014,2,21161.88101,21161.830,High,PS,EC,
GBR79,Burke Reef 2,-12.6274,143.583,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2909,2628,great barrier reef marine park - habitat protection - hp-12-5061,Australia,2014,2,21.40534952,21.405,High,PS,EC,
GBR210,Michaelmis Cay,-16.6038,145.9688,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2712,2628,great barrier reef marine park - marine national park - mnp-16-1050,Australia,2014,5,243.9135209,243.914,High,PS,EC,
GBR80,Womer Cay,-10.7917,142.9718,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2478,2628,great barrier reef marine park - habitat protection - hp-10-5020,Australia,2014,2,2.813389132,2.813,High,PS,EC,
GBR81,Womer Cay anchorage,-10.7946,142.971,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2478,2628,great barrier reef marine park - habitat protection - hp-10-5020,Australia,2014,2,2.813389132,2.813,High,PS,EC,
GBR214,Green Island Reef 2,-16.7729,145.977,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2716,2628,great barrier reef marine park - marine national park - mnp-16-1055,Australia,2014,5,56.26896283,56.277,High,PS,EC,
GBR215,Green Island Reef 3,-16.7692,145.9736,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2716,2628,great barrier reef marine park - marine national park - mnp-16-1055,Australia,2014,5,56.26896283,56.277,High,PS,EC,
GBR220,Blue Hole,-14.6947,145.4592,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR85,Collette Reef,-11.2316,143.3557,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2904,2628,great barrier reef marine park - habitat protection - hp-11-5042,Australia,2014,2,55.582942,55.583,High,PS,EC,
GBR86,Collette Reef anchorage,-11.2281,143.3536,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2904,2628,great barrier reef marine park - habitat protection - hp-11-5042,Australia,2014,2,55.582942,55.583,High,PS,EC,
GBR221,Bird Islets,-14.6894,145.4662,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR88,Boxing Day test,-11.4899,143.8498,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2679,2628,great barrier reef marine park - marine national park - mnp-11-1004,Australia,2014,5,32064.75024,32064.150,High,PS,EC,
GBR89,Boxing Day Reef,-11.489,143.8543,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2679,2628,great barrier reef marine park - marine national park - mnp-11-1004,Australia,2014,5,32064.75024,32064.150,High,PS,EC,
GBR222,Palfrey Island,-14.6892,145.4441,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR223,Blue Lagoon Channel,-14.6872,145.4657,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR91,Distant Garden,-11.9806,143.6513,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2907,2628,great barrier reef marine park - habitat protection - hp-11-5046,Australia,2014,2,9825.995618,9825.917,High,PS,EC,
GBR92,Garden of Eden,-12.1617,143.6524,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2907,2628,great barrier reef marine park - habitat protection - hp-11-5046,Australia,2014,2,9825.995618,9825.917,High,PS,EC,
GBR93,Forbes Island SE,-12.2967,143.417,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2407,2628,great barrier reef marine park - conservation park - cp-12-4004,Australia,2014,3,10.92963417,10.952,High,PS,EC,
GBR94,Swains SE new,-22.3748,152.5429,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS3042,2628,great barrier reef marine park - habitat protection - hp-22-5335,Australia,2014,2,10.78458519,10.785,High,PS,EC,
GBR95,Reticulatus Reef,-13.1819,143.8372,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2907,2628,great barrier reef marine park - habitat protection - hp-11-5046,Australia,2014,2,9825.995618,9825.917,High,PS,EC,
GBR96,Day Reef Bommie,-14.5101,145.5243,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2663,2628,great barrier reef marine park - scientific research - sr-14-2001,Australia,2014,5,24.34934827,24.349,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
GBR97,Eel Reef NW,-12.399,143.37,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2907,2628,great barrier reef marine park - habitat protection - hp-11-5046,Australia,2014,2,9825.995618,9825.917,High,PS,EC,
GBR98,Broadhurst North,-18.8727,147.7115,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2952,2628,great barrier reef marine park - habitat protection - hp-18-5152,Australia,2014,2,214.2042186,214.204,High,PS,EC,
GBR99,Broadhurst Bommie,-18.871,147.7057,Australia,Great Barrier Reef MP,Restricted take multizoned,MPA,AIAUS2952,2628,great barrier reef marine park - habitat protection - hp-18-5152,Australia,2014,2,214.2042186,214.204,High,PS,EC,
GC1,Lamatha Reef,-16.4791,139.2713,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC10,Foggy Bottom,-16.0654,138.9105,Australia,Gulf of Carpentaria Marine Park,Restricted take multizoned,MPA,AIAUS832,555556883,gulf of carpentaria australian marine park - special purpose zone (trawl) - north,Australia,2018,2,6875.53,6875.521,Medium,Mix,EC,Year of protection and zone size updated.
GC11,Chinamans Reef,-15.8876,139.0347,Australia,Gulf of Carpentaria Marine Park,Restricted take multizoned,MPA,AIAUS832,555556883,gulf of carpentaria australian marine park - special purpose zone (trawl) - north,Australia,2018,2,6875.53,6875.521,Medium,Mix,EC,Year of protection and zone size updated.
GC12,Carpentaria Reef SW,-15.5233,140.1165,Australia,Gulf of Carpentaria Marine Park,Restricted take multizoned,MPA,AIAUS832,555556883,gulf of carpentaria australian marine park - special purpose zone (trawl) - north,Australia,2018,2,13272.33,13272.330,Medium,Mix,EC,Year of protection and zone size updated.
GC13,Carpentaria Reef,-15.4539,140.182,Australia,Gulf of Carpentaria Marine Park,Restricted take multizoned,MPA,AIAUS832,555556883,gulf of carpentaria australian marine park - special purpose zone (trawl) - north,Australia,2018,2,13272.33,13272.330,Medium,Mix,EC,Year of protection and zone size updated.
GC14,Carpentaria Shoal,-10.7425,141.0585,Australia,West Cape York AMP,Restricted take multizoned,MPA,AIAUS2178,555556906,west cape york australian marine park - habitat protection zone - north,Australia,2018,2,10114.41458,10114.410,Medium,PS,EC,Year of protection updated.
GC15,Proudfoot Shoal,-10.5264,141.4709,Australia,,Fishing,MPA,AIAUS2028,,torres strait dugong sanctuary marine sanctuary,Australia,1985,1,13090.14667,6943.959,Medium,PS,EC,
GC16,Merkara Shoal SW,-10.5017,141.228,Australia,West Cape York AMP,No take,MPA,AIAUS2179,555556906,west cape york australian marine park - national park zone - north,Australia,2018,5,3329.133678,2422.100,Medium,PS,EC,Year of protection updated.
GC17,Merkara Shoal N,-10.4993,141.2281,Australia,West Cape York AMP,No take,MPA,AIAUS2179,555556906,west cape york australian marine park - national park zone - north,Australia,2018,5,3329.133678,2422.100,Medium,PS,EC,Year of protection updated.
GC18,Carpentaria Shoal West,-10.7436,141.0496,Australia,West Cape York AMP,Restricted take multizoned,MPA,AIAUS2178,555556906,west cape york australian marine park - habitat protection zone - north,Australia,2018,2,10114.41458,10114.410,Medium,PS,EC,Year of protection updated.
GC2,Bowengun,-16.4206,139.4664,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC3,Mandalbi-Bellaleea,-16.4136,139.6339,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC4,Mandalbi-outer,-16.3926,139.6293,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC5,Thabugan Reef South,-16.3809,139.5997,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC6,Thabugan Reef,-16.378,139.5975,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC7,Steves Bommie,-16.2872,139.4244,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GC8,Glasseye Reef,-16.2437,139.6022,Australia,Gulf of Carpentaria Marine Park,Restricted take multizoned,MPA,AIAUS832,555556883,gulf of carpentaria australian marine park - special purpose zone (trawl) - north,Australia,2018,2,6875.53,6875.521,Medium,Mix,EC,Year of protection and zone size updated.
GC9,Manowar Island,-16.2337,139.2515,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GIB1,Castillos,36.11976,-5.35205,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GIB2,Escollera,36.11807,-5.35114,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GL1,Ittoqqortoormiit,70.48267,-21.9733,Greenland,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC1,Punta Pescador East,28.93987,-113.39,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC10,El Cantil,23.44133,-109.411,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GOC11,El Bajo,23.45921,-109.406,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GOC12,El Bladito,23.36071,-109.422,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC13,El Bladito Sur,23.35763,-109.421,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC14,El Islote,23.40803,-109.413,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GOC15,Las Navajas,23.44567,-109.418,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GOC16,Los Chopitos,23.40432,-109.417,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GOC17,Tintorera,24.56411,-110.413,Mexico,Parque Nacional exclusivamente la zona marina del ArchipiÃ©lago de EspÃ­ritu Santo,Restricted take multizoned,,AIMEX225e,107670,espiritu santo archipelago marine zone - piola y anzuelo traditional fishing subarea buffer zone,Mexico,2007,4,2138,480.109,High,PS,,Year of protection and zone size updated.
GOC18,San Gabriel,24.43005,-110.365,Mexico,Parque Nacional exclusivamente la zona marina del ArchipiÃ©lago de EspÃ­ritu Santo,No take multizoned,,AIMEX228,107670,espiritu santo archipelago marine zone - bahia san gabriel core zone,Mexico,2007,5,2.727203256,2.888,High,PS,,
GOC19,Piedra de Swan,24.39237,-110.305,Mexico,Parque Nacional exclusivamente la zona marina del ArchipiÃ©lago de EspÃ­ritu Santo,Restricted take multizoned,MPA,AIMEX225,108125,espiritu santo archipelago marine zone,Mexico,2007,3,485.5391525,458.814,High,PS,EC,
GOC2,Punta Pescador West,28.9394,-113.393,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC20,Chileno Bay South,22.94156,-109.806,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC21,Chileno Bay North,22.94645,-109.804,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC22,Balleno Head,22.9043,-109.842,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC3,La Unica North,28.92616,-113.384,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC4,La Unica South,28.923,-113.383,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC5,Little Smith Island Bay,29.09749,-113.528,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC6,Little Smith Island,29.09609,-113.53,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC7,Isla Smith Point,29.07807,-113.504,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC8,Isla Smith,29.07959,-113.507,Mexico,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GOC9,Los Morros,23.4613,-109.407,Mexico,Cabo Pulmo,No take multizoned,MPA,AIMEX148,306779,cabo pulmo - sp1 core zone,Mexico,1995,5,21.82331766,21.872,High,PS,EC,
GSV1,Carrickalinga (toilet),-35.4245,138.319,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV100,Port Noarlunga Jetty offshore,-35.1493,138.4643,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS589,555548047,encounter marine park - sanctuary zone - sz-2,Australia,1971,5,NA,7.296,High,Mix,EC,Year of protection updated.
GSV101,Port Stanvac Jetty deep,-35.1071,138.4695,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV102,Port Stanvac Jetty Shallow,-35.1092,138.469,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV103,Stenhouse Bay,-35.2707,136.946,Australia,Southern Spencer Gulf MP,Restricted take multizoned,MPA,AIAUS1920,555548152,southern spencer gulf marine park - habitat protection zone - hpz-2 -,Australia,2014,2,946.3648804,946.279,High,PS,EC,
GSV104,Edithburgh Jetty,-35.0848,137.7496,Australia,Lower Yorke Peninsula MP,Restricted take multizoned,MPA,AIAUS1159,555548087,lower yorke peninsula marine park - habitat protection zone - hpz-1,Australia,2014,2,NA,653.300,High,PS,EC,
GSV105,Marino Rocks,-35.0525,138.5027,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV106,Normanville Beach,-35.4467,138.305,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV107,Olivers Reef,-35.5472,138.6382,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV108,Granite Island,-35.566,138.6273,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV109,Outer Harbor breakwater south inside,-34.7885,138.4673,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV11,Outside Granite island,-35.5675,138.6316,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV110,Lady Bay,-35.4736,138.2812,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV111,Myponga,-35.3708,138.3818,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV112,Noarlunga South Outside,-35.1569,138.4655,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS589,555548047,encounter marine park - sanctuary zone - sz-2,Australia,2014,5,NA,7.296,High,Mix,EC,Year of protection updated.
GSV113,Yankalilla Mouth,-35.4655,138.2947,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV114,South Shores,-35.4561,138.2994,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV115,Port Gawler,-34.6194,138.3105,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV116,Aldinga Pinacles,-35.2668,138.4336,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS590,555548047,encounter marine park - sanctuary zone - sz-3,Australia,2014,5,22.27848866,22.294,High,Mix,EC,Year of protection updated.
GSV117,Cape Jervis South,-35.6045,138.0933,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV118,Backstairs Deep,-35.6478,138.2592,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV119,Deep Creek,-35.6547,138.2445,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS584,555548047,encounter marine park - habitat protection zone - hpz-6,Australia,2014,2,1163.400476,1163.367,High,Mix,EC,Year of protection updated.
GSV12,West Island,-35.6103,138.5929,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS2203,12988,west island aquatic reserve - west island encounter bay fishing zone,Australia,2014,4,NA,0.476,High,Mix,EC,Year of protection updated.
GSV120,Chiton Rocks,-35.5405,138.654,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV121,Encounter Deep,-35.5773,138.6185,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV122,Port Noarlunga North,-35.1386,138.4612,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV123,Carrickalinga Creek,-35.4282,138.3148,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS583,555548047,encounter marine park - habitat protection zone - hpz-5,Australia,2014,2,193.7818008,193.736,High,Mix,EC,Year of protection updated.
GSV124,Horseshoe inner,-35.1379,138.4629,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV125,Broken Bottom,-34.9634,138.4803,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV126,Milkies,-34.9865,138.454,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV127,Semaphore,-34.8471,138.446,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV128,Southport,-35.1678,138.4623,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV129,Willunga,-35.2567,138.4585,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV130,Aldinga deep,-35.2716,138.431,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS590,555548047,encounter marine park - sanctuary zone - sz-3,Australia,2014,5,22.27848866,22.294,High,Mix,EC,Year of protection updated.
GSV131,Horseshoe outer,-35.1394,138.458,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV132,Seacliff,-35.04,138.4915,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV133,Macs Reef,-34.9758,138.4514,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV134,Port Parham,-34.4445,138.197,Australia,Upper Gulf St Vincent MP,Restricted take multizoned,MPA,AIAUS2100,555548174,upper gulf st vincent marine park - habitat protection zone - hpz-1,Australia,2014,2,689.1157465,689.519,High,PS,EC,
GSV135,Pt Noarlunga inside,-35.1474,138.4637,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS589,555548047,encounter marine park - sanctuary zone - sz-2,Australia,2014,5,NA,7.296,High,Mix,EC,Year of protection updated.
GSV136,Noarlunga North Outside,-35.1475,138.463,Australia,Encounter Marine Park,No take multizoned,MPA,AIAUS589,555548047,encounter marine park - sanctuary zone - sz-2,Australia,2014,5,NA,7.296,High,Mix,EC,Year of protection updated.
GSV137,Port Stanvac North,-35.0976,138.4775,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV138,Moana outside,-35.2065,138.4622,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS611,555548047,encounter marine park - habitat protection zone - hpz-1,Australia,2014,2,93.39549689,93.398,High,Mix,EC,Year of protection updated.
GSV139,Port Stanvac South,-35.1034,138.4742,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV14,Newland Head,-35.6409,138.5266,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS608,555548047,encounter marine park - general managed use zone - gmuz-6,Australia,2014,2,,132.302,High,Mix,EC,Year of protection updated.
GSV140,Hallett Cove,-35.0736,138.4943,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GSV141,Penneshaw Pub West,-35.7156,137.9341,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS607,555548047,encounter marine park - general managed use zone - gmuz-5,Australia,2014,2,221.6803843,221.759,High,Mix,EC,Year of protection updated.
GSV142,Inman River mouth,-35.5663,138.6223,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS613,555548047,encounter marine park - habitat protection zone - hpz-7,Australia,2014,2,411.7110645,411.330,High,Mix,EC,Year of protection updated.
GSV15,Flat Irons,-35.6178,138.5572,Australia,Encounter Marine Park,Restricted take multizoned,MPA,AIAUS608,555548047,encounter marine park - general managed use zone - gmuz-6,Australia,2014,2,NA,132.302,High,Mix,EC,Year of protection updated.
GBR224,Horseshoe Reef,-14.6871,145.4433,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2331,2628,great barrier reef marine park - scientific research - sr-14-2004,Australia,2014,5,25.32867265,25.362,High,Mix,EC,Changed level of protection to 5 in accordance with regulations in place.
